"lat","lng"
-8.0693148125,-34.9194894375
-8.0528605,-34.9232665
-8.055512,-34.89733525
-8.05412828571429,-34.9202854285714
-8.03985354545455,-34.892208
-8.089531,-34.884204
-8.13010367741935,-34.9065136451613
-8.128583,-34.9013019333333
-8.06826957142857,-34.9112815714286
-8.08619142857143,-34.9535674285714
-8.12611667741935,-34.9066246451613
-8.04387236585366,-34.9031013170732
-8.020481,-34.9181993333333
-8.04865966666667,-34.9311033333333
-8.038939,-34.8727382
-8.021339625,-34.8888021875
-8.10987933333333,-34.9074266666667
-8.134883,-34.937113
-8.11493276923077,-34.9039375384615
-8.102831,-34.922867
-8.04757254545455,-34.8889220909091
-8.12904133333333,-34.9069876666667
-8.02736423076923,-34.917112
-8.0585475,-34.9392893571429
-8.10918375,-34.89153825
-8.0670235,-34.912175
-8.12522075,-34.9147825
-8.08842725,-34.88388
-8.04451823076923,-34.9316826153846
-8.054123,-34.9105655
-8.03685977777778,-34.903407
-8.067235,-34.917387
-8.0462386,-34.8971871
-8.0911382,-34.88637965
-8.0389766,-34.8911898
-8.06856394117647,-34.9430192941176
-8.11143433333333,-34.91065525
-8.06214966666667,-34.9102296666667
-8.03849,-34.878897
-8.07871291304348,-34.8924885652174
-8.0306832,-34.9414074
-8.038516,-34.942871
-8.05369746666667,-34.9056592666667
-8.03722391666667,-34.9460416666667
-8.11050305882353,-34.9125871176471
-8.093116,-34.929503
-8.07041785714286,-34.9120041428571
-8.04961133333333,-34.8791995555556
-8.05708264705882,-34.9180034705882
-8.1094000625,-34.906063375
-8.0538555,-34.91233725
-8.020701,-34.924372
-8.093503,-34.90948
-8.110919,-34.9415509090909
-8.06766181818182,-34.9202473636364
-8.1129062,-34.9255798
-8.1592535,-34.913605
-8.044299,-34.881372
-8.12552166666667,-34.9350781666667
-8.03938776666667,-34.9204374
-8.079962,-34.9047725
-8.04947157142857,-34.9086834285714
-8.0740295,-34.9159705
-8.0103006,-34.9324292
-8.08477814285714,-34.88757
-8.03140033333333,-34.892384
-8.12979735,-34.90091465
-8.109871,-34.917979
-8.00531314285714,-34.8574524285714
-8.04451466666667,-34.9307945238095
-8.1203945,-34.9143135833333
-8.03862675,-34.942541
-8.12273311111111,-34.9142917222222
-8.04453,-34.907715
-8.05577652380952,-34.922015952381
-8.10298455555556,-34.9104013333333
-8.08125125,-34.9677941666667
-8.11389525,-34.91258
-8.095254,-34.9091145
-8.10416283333333,-34.9266966666667
-8.112725,-34.925392
-8.0219516,-34.9215521
-8.03007333333333,-34.9346723333333
-8.0519908,-34.905999
-8.062793,-34.9050071111111
-8.0206005,-34.9251238333333
-8.085248,-34.9372285454545
-8.06718,-34.932511
-8.04141133333333,-34.9377072222222
-8.03677233333333,-34.9460246666667
-8.04043815384615,-34.8869042307692
-8.041723,-34.937396
-8.02603817307692,-34.9198635
-8.03620470588235,-34.88789
-8.0616,-34.8934917777778
-8.0533706,-34.9153356
-8.04612718181818,-34.929482
-8.05409,-34.9142658333333
-8.0326834,-34.9127634
-8.0967986,-34.9210437
-8.100946,-34.91017
-8.0810396,-34.92736
-8.106179,-34.909825
-8.06748488235294,-34.9231309411765
-8.1085438,-34.911942
-8.0897304,-34.881577
-8.07744675,-34.893394375
-8.02378422727273,-34.8842502272727
-8.092827,-34.886364
-8.11108325,-34.93920125
-8.1073618,-34.9132336
-8.054082,-34.912647125
-8.04006633333333,-34.8959108333333
-7.968129,-34.834917
-8.04487907142857,-34.8946902857143
-8.03933,-34.89052
-8.062178,-34.9201687777778
-8.042633,-34.9437078333333
-8.10912463157895,-34.8915899473684
-8.12317033333333,-34.9027496666667
-8.031507,-34.892259
-8.041503,-34.93716025
-8.107928,-34.927324
-8.1219222,-34.9065822
-8.05518546666667,-34.9180071333333
-8.03776425,-34.87467175
-8.122588,-34.901552
-8.098229,-34.9104878571429
-8.055005,-34.896608
-8.1048905,-34.926536
-8.12674445454545,-34.9060823636364
-8.02933425,-34.89262475
-8.03920866666667,-34.8906406666667
-8.039996,-34.887451
-8.053791,-34.91087
-8.053283,-34.9077873333333
-8.073979,-34.919013
-8.10060016666667,-34.9247762222222
-8.0529955,-34.9051125
-8.017239,-34.8923455
-8.12720175,-34.91511025
-8.079867,-34.9333026666667
-8.11431370588235,-34.9042566470588
-8.12543455555556,-34.9080926666667
-8.034252,-34.950304
-8.149509,-34.912486
-8.0648,-34.9095803333333
-8.04722173333333,-34.9278917333333
-8.11935033333333,-34.894654
-8.0597965,-34.8902505
-8.05239766666667,-34.9247786666667
-8.01162033333333,-34.933677
-8.0534485,-34.9444485
-8.09520733333333,-34.916697
-8.12669,-34.922134875
-8.09850713157895,-34.9013739210526
-8.0536435625,-34.909435125
-8.08195371428571,-34.9617795714286
-8.039854,-34.887794
-8.078319,-34.90823325
-8.049692,-34.878701
-8.10512133333333,-34.9196905555556
-8.04351783333333,-34.9332611666667
-8.06854171428571,-34.9062705714286
-8.13377,-34.9475086666667
-8.026046,-34.911549
-8.0917005,-34.929858
-8.067992,-34.910515
-8.038598625,-34.9351461875
-8.125348,-34.9005090833333
-8.057499,-34.910622
-8.080742,-34.918455
-8.09172914285714,-34.93949
-8.02355254545455,-34.8962888181818
-8.12224588888889,-34.9178846666667
-8.090081,-34.883962
-8.045202,-34.892834
-8.076007,-34.913735
-8.0511424,-34.9199856
-8.107144,-34.8908944
-8.0591025,-34.9327393333333
-8.053521,-34.9070315
-8.040688,-34.939557
-8.04863,-34.9098476
-8.129302,-34.915414
-8.03805566666667,-34.9566378333333
-8.105896,-34.9113141666667
-8.063194,-34.910367
-8.1106135,-34.914054
-8.070214,-34.908446
-8.009143,-34.892836
-8.06021461538461,-34.9109681538462
-8.033011,-34.903567
-8.098207,-34.9361825
-8.116311,-34.92393275
-8.112812,-34.921544
-8.1124756,-34.926812
-8.062466,-34.916062
-8.106759,-34.926746
-8.03487833333333,-34.9497896666667
-8.11225190909091,-34.9210977272727
-8.07008366666667,-34.9099463333333
-8.089353,-34.882788
-8.050507,-34.8971665
-8.1050765,-34.889297
-8.06552925,-34.916867
-8.040784,-34.887417
-8.089225,-34.907666
-8.0911135,-34.8820565
-8.10375,-34.911226
-8.045842,-34.909459
-8.10987971428571,-34.9361434285714
-8.0795735,-34.9435065
-8.1224126,-34.946351
-8.038528,-34.943405
-8.03712375,-34.879739
-8.0623289,-34.9186102
-8.1037,-34.910524
-8.0551945,-34.90695475
-8.09040325,-34.908373
-8.04183628571429,-34.9401655
-8.035401,-34.878618
-8.049561,-34.8967266666667
-8.0392335,-34.8901925
-8.04649418181818,-34.9295780909091
-8.0655355,-34.94088775
-8.0472298,-34.8753286
-8.03469316666667,-34.8845343333333
-8.05312533333333,-34.915464
-8.053414,-34.914995
-8.04178733333333,-34.899157
-8.073723,-34.886992
-8.05308514285714,-34.9100952857143
-8.020113,-34.8975495
-8.13305866666667,-34.912321
-8.1077102,-34.9265184
-7.965987,-34.901904
-8.1174216,-34.9052781
-8.039469,-34.941413
-8.0848625,-34.8880528333333
-8.053414,-34.914995
-8.0858976,-34.918564
-8.041107,-34.9377786666667
-8.06266,-34.912378
-8.02822566666667,-34.8945063333333
-8.022099,-34.89143225
-8.108674,-34.912658
-8.1284675,-34.91548325
-8.1260392,-34.9102104
-8.0664606,-34.9084344
-8.132988,-34.916374
-8.10880077777778,-34.8912976666667
-8.0622135,-34.919218
-8.05272033333333,-34.9058735238095
-8.119732,-34.901207
-8.1350294,-34.9094994
-8.056297,-34.910095
-8.0430775,-34.934456
-8.11222,-34.9118015
-8.059936,-34.907178
-8.149318,-34.912179
-8.020055875,-34.888614625
-8.021344,-34.918439
-8.070811,-34.878452
-8.11184566666667,-34.8931671666667
-8.061549,-34.9306825
-8.04306833333333,-34.8740193333333
-8.05092966666667,-34.9180683333333
-8.040224,-34.887083
-8.03222433333333,-34.897938
-8.11213033333333,-34.9126353333333
-8.111443,-34.8928902
-8.01512933333333,-34.8902346666667
-8.124182,-34.9017785
-8.019882875,-34.92072275
-8.02452,-34.9107425
-8.0672766,-34.9092746
-8.040037125,-34.8868215
-8.109169,-34.9102968181818
-8.0488175,-34.962061
-8.03024016666667,-34.9070393333333
-8.076082,-34.908134
-8.062242,-34.910116
-8.119842,-34.9030956666667
-8.065819875,-34.882591625
-8.093423,-34.92938
-8.113388,-34.912927
-8.06639083333333,-34.90719375
-8.041511,-34.8858655
-8.10927166666667,-34.9096476666667
-8.0780722,-34.9069524
-8.1355935,-34.913746
-8.05222166666667,-34.9117533333333
-8.022102,-34.8954195
-8.1039358,-34.9109646
-8.082623,-34.906465
-8.108721,-34.9105215
-8.02122,-34.916719
-8.054695,-34.9091735
-8.111652,-34.920215
-8.0235605,-34.908544
-8.03955,-34.888333
-8.0811156,-34.9066976
-8.087073,-34.94384
-8.0473646,-34.8819988
-8.004515,-34.8947003846154
-8.0404345,-34.88710975
-8.160252,-34.913865
-8.06376733333333,-34.9095618333333
-8.112551,-34.911821
-8.127546,-34.915209
-8.03056375,-34.90044425
-8.0363015,-34.895096
-8.027632,-34.87578
-8.176467,-34.919961
-8.0373414,-34.9451656
-8.08103975,-34.902839
-8.02892883333333,-34.915121
-8.040288,-34.8869825
-8.053503,-34.9079295
-8.0890035,-34.8835385
-8.083604,-34.889486
-8.04244566666667,-34.8887648333333
-8.0455,-34.9394535
-8.004386,-34.89469
-8.05950933333333,-34.9318913333333
-8.13909283333333,-34.9111196666667
-8.07749725,-34.91964775
-8.0249115,-34.9092905
-8.0668275,-34.88287
-8.081082,-34.909169
-8.11365828571429,-34.9411618571429
-8.1120995,-34.91314775
-8.0724464,-34.9079064
-8.04945833333333,-34.923287
-7.9011,-34.906497
-8.0310725,-34.8923035
-8.063554,-34.909083
-8.043008,-34.9340906666667
-8.05599,-34.9225535
-8.153524,-34.910418
-8.113079,-34.908317
-8.08458,-34.9132196666667
-8.064093,-34.9076526666667
-8.043144,-34.93464
-8.041849,-34.894312
-8.11293,-34.910593
-8.081051,-34.933606
-8.10845657142857,-34.9110252857143
-8.044803,-34.93082175
-8.11260833333333,-34.895264
-8.063306,-34.89261
-8.082321,-34.961632
-8.127069,-34.915868
-8.11205628571429,-34.9061562857143
-8.090415,-34.913761
-8.020111,-34.892812
-8.04138833333333,-34.9374386666667
-8.140112,-34.917408
-8.0632958,-34.9091422
-8.0514975,-34.9196025
-8.09520625,-34.911789
-8.054802,-34.909233
-8.11273171428572,-34.905714
-8.08346725,-34.9443315
-8.110755,-34.9375116666667
-8.0914278,-34.9367049
-8.110506,-34.905624
-8.088013,-34.906334
-8.09029275,-34.8821515
-8.0622644,-34.9177502
-8.061053,-34.923526
-8.02449966666667,-34.910391
-8.039303,-34.889376
-8.0667315,-34.9070565
-8.08497433333333,-34.9088023333333
-8.06931125,-34.9401925
-8.064107,-34.9857685
-8.117496,-34.913477
-8.0871518,-34.8860628
-8.0873375,-34.884661
-8.123075,-34.906809
-8.074388,-34.909081
-8.128846,-34.901944
-8.09774,-34.885316
-8.114866,-34.912583
-8.03222866666667,-34.9329166666667
-8.030271,-34.9342975
-8.12722933333333,-34.94947
-8.040268,-34.886846
-8.040356,-34.887083
-8.093139,-34.943351
-8.086177,-34.885847
-8.081483,-34.900565
-8.037435,-34.944363
-8.040421,-34.917038
-8.100368,-34.91017
-8.0201555,-34.9059065
-8.105877,-34.9271876666667
-8.076875,-34.909821
-8.156648,-34.912001
-8.031993,-34.89776
-8.051836,-34.918213
-8.1111875,-34.919988
-8.0606385,-34.924275
-8.073935,-34.917901
-8.1104225,-34.906669
-8.092004,-34.937523
-8.03991366666667,-34.8922703333333
-8.036633,-34.8914
-8.112135,-34.92596
-8.112203,-34.9129453333333
-8.074743,-34.9162176666667
-8.0506845,-34.92103425
-8.142074,-34.905667
-8.11810425,-34.90423475
-8.040691,-34.939119
-8.065732375,-34.90809
-8.1490168,-34.9208022
-8.09977314285714,-34.907892
-8.142935,-34.918098
-8.043032,-34.895982
-8.107421,-34.926714
-8.087235,-34.9378135
-8.106695,-34.923515
-8.023348,-34.881042
-8.067349,-34.882795
-8.062503,-34.907703
-8.110888,-34.926714
-8.009231,-34.85845
-8.1098,-34.890822
-8.069143,-34.90856
-8.034873,-34.908065
-8.131608,-34.918189
-8.03235733333333,-34.8918286666667
-8.112393,-34.9263205
-8.05181166666667,-34.918407
-8.135558,-34.913041
-8.031914,-34.881663
-8.133044,-34.916182
-8.054859,-34.904553
-8.109421,-34.908194
-8.046228,-34.928778
-8.123191,-34.9058145
-8.126225,-34.915306
-8.074825,-34.890341
-8.0538275,-34.9111335
-8.053789,-34.909897
-8.1034128,-34.9110924
-8.108409,-34.913617
-8.02183,-34.916471
-8.072053,-34.895579
-8.06575566666667,-34.9059116666667
-8.03911233333333,-34.8893246666667
-8.116802,-34.896005
-8.048948,-34.92414
-8.107061,-34.9179145
-8.02858175,-34.8930135
-8.138432,-34.92645475
-8.06523,-34.889594
-8.03691,-34.894657
-8.09085775,-34.93656
-8.087995,-34.882935
-8.111605,-34.939175
-8.12322633333333,-34.9057213333333
-8.089559,-34.9083386666667
-8.030113,-34.957853
-8.055085,-34.879831
-7.992552,-34.929579
-8.082712,-34.906949
-8.0648575,-34.873813
-8.120563,-34.913757
-8.132988,-34.916374
-8.059413,-34.906401
-8.120003,-34.901574
-8.044216,-34.932971
-8.066531,-34.8810435
-8.009109,-34.886727
-8.155437,-34.91297
-8.068805,-34.882341
-8.096129,-34.928687
-8.057699,-34.908845
-8.08064266666667,-34.9066246666667
-8.046186,-34.92819
-8.046586,-34.927866
-8.080107,-34.93394
-7.999996,-34.913811
-8.113091,-34.912509
-8.053951,-34.911872
-8.068678,-34.924807
-8.128267,-34.900374
-8.0819945,-34.9327725
-8.025613,-34.887576
-8.100905,-34.92500675
-8.057618,-34.904392
-8.102619,-34.911713
-8.110489,-34.9147375
-8.070603,-34.911506
-8.113232,-34.926369
-8.115391,-34.895347
-8.052861,-34.916051
-8.068849,-34.9159375
-8.053314,-34.9064966666667
-8.099978,-34.9097053333333
-7.996437,-34.93633
-8.02090333333333,-34.8933573333333
-8.06012,-34.90611
-8.025706,-34.892216
-8.0488385,-34.962077
-8.110143,-34.91269
-8.06697466666667,-34.908102
-8.0959375,-34.893584
-8.0534,-34.907402
-8.115625,-34.913164
-8.038017,-34.94291
-8.118196,-34.921296
-8.132718,-34.900078
-8.07809433333333,-34.9019563333333
-8.142935,-34.918098
-8.053328,-34.9075095
-8.107729,-34.890757
-8.05661733333333,-34.9388596666667
-8.0811365,-34.9232805
-8.083234,-34.9617455
-8.053933,-34.912432
-8.12231,-34.936701
-8.08007,-34.903964
-8.0101,-34.889044
-8.0234325,-34.9608615
-8.1106495,-34.9049415
-8.125619,-34.8984
-8.078866,-34.906874
-8.065354,-34.896036
-8.029844,-34.900507
-8.06776266666667,-34.908198
-8.088782,-34.883716
-8.053781,-34.911204
-8.053755,-34.909772
-8.01668,-34.913703
-8.078537,-34.933667
-8.112607,-34.921523
-8.102022,-34.896473
-8.049197,-34.923526
-8.161359,-34.928802
-8.118975,-34.913932
-8.053726,-34.911805
-7.999157,-34.938813
-8.068348,-34.909825
-8.076637,-34.97273
-8.0606475,-34.9127845
-8.040545,-34.898762
-8.094884,-34.885995
-8.0915185,-34.9359965
-8.06129233333333,-34.9313033333333
-8.081516,-34.933323
-8.036931,-34.880102
-8.10605,-34.911796
-8.039734,-34.887923
-8.058122,-34.908102
-8.053934,-34.912507
-8.010171,-34.890154
-8.074811,-34.907578
-8.0336505,-34.941784
-8.056025,-34.921932
-8.0640055,-34.935116
-8.054712,-34.908953
-8.117229,-34.901778
-8.032324,-34.940724
-8.080884,-34.91535
-8.040048,-34.8880795
-8.1331,-34.916519
-8.065313,-34.9300995
-8.015246,-34.940264
-8.051562,-34.9085
-8.088496,-34.883635
-8.039413,-34.888336
-8.141465,-34.906626
-8.097479,-34.91017
-8.125195,-34.914899
-8.022604,-34.894086
-8.104033,-34.917117
-8.02035,-34.924745
-8.096414,-34.910827
-8.044211,-34.932685
-8.042507,-34.932561
-8.108208,-34.915685
