dt,ts,lat,lng,thoroughfare,place_name
2017-06-12,1497281138321,-8.038791,-34.872644,Rua Arlíndo Melo,Likinho Veículos
2017-06-13,1497320023488,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-24,1498311373440,-8.041201,-34.898406,Avenida Conselheiro Rosa e Silva,Avenida Conselheiro Rosa e Silva
2017-06-15,1497524400191,-8.094951,-34.909061,"Avenida Mascarenhas Morais, 4536 Sl 102 em Imbiribeira",Palácio das Baterias
2017-06-26,1497982651630,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-28,1498655571215,-8.069202,-34.940182,"Avenida Recife, 2028",a-Equipadora Taurus Filme
2017-06-23,1498247685014,-8.099786,-34.907897,Rua Cafezopolis,Assistência Técnica Sul
2017-06-17,1497707011011,-8.087125,-34.931355,Avenida Doutor José Rufino,Floresta Auto Peças
2017-06-22,1498151551773,-8.053449,-34.892168,Rua João Fernandes Viêira,Rodrigo Veículos
2017-06-08,1496938627272,-8.12368,-34.899613,"Rua Ribeiro de Brito, 277 em Boa Viagem",Rio Auto Peças e Serviços
2017-06-26,1498484444299,-8.059863,-34.898417,Rua Viscondessa do Livramento,Recife Motor
2017-06-14,1497469705109,-8.057058,-34.917941,"Rua Gomes Taborda, 700 em Cordeiro",Bateria de Carro - Torre 
2017-06-22,1498128194404,-8.037608,-34.942459,Rua Professor Mussa Hazin,Granvia
2017-06-12,1497301254883,-8.004628,-34.894604,Avenida Beberibe,Boy Auto Peças
2017-06-28,1498656522576,-8.103167,-34.910999,"Av. Mascarenhas de Moraes, 2156",Fiat Italiana - Recife
2017-06-14,1497440826179,-8.135007,-34.904956,Rua Antônio Passos,Elo Representações
2017-06-29,1498759813932,-8.132313,-34.918291,Rua Desembarque Aeroporto,Pass Garagge
2017-06-08,1496918939165,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-24,1498268371198,-8.046308,-34.928781,"Avenida Caxangá, 2421 em Cordeiro",Bandeirante Veículos
2017-06-20,1497987445822,-8.087181,-34.937886,Travessa Guaraí,Milênio Augusto Auto Center
2017-06-06,1496727569555,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-20,1497971777216,-8.026084,-34.919756,Rua Rio Sul,Rodopecas
2017-06-23,1498255703054,-8.090857,-34.92917,Avenida Tapajós,Carlos veiculos
2017-06-10,1497111728963,-8.055436,-34.897458,Avenida Governador Agamenon Magalhães,Mapfre Seguros
2017-06-11,1497159835135,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-06,1496756676811,-8.055453,-34.897286,Avenida Governador Agamenon Magalhães,Mapfre Seguros
2017-06-09,1497008567420,-8.106695,-34.923515,Rua Virgínia Heráclio,Emidio Veiculos
2017-06-10,1497118931457,-8.144576,-34.915631,Avenida Marechal Juarez Távora,Rio Auto Peças e Serviços
2017-06-15,1497542372394,-8.112761,-34.905646,Avenida Antônio Tôrres Galvão,Marcone das Baterias
2017-06-17,1497714361144,-8.045544,-34.941613,Rua Gáspar Pérez,Ligue Peças 
2017-06-20,1498000602078,-8.109109,-34.891576,Avenida Engenheiro Domingos Ferreira,Domingos Ferreira Veículos
2017-06-15,1497565407574,-8.114303,-34.913821,"Av Mal. Mascarenhas de Morais, 3289",Via Norte
2017-06-07,1496847845655,-8.072236,-34.897361,Rua Jaraguari,Oficina do Ferreira
2017-06-26,1498439160674,-8.033537,-34.886717,Rua Martins Ribeiro,Albuquerque Pneus
2017-06-18,1497748110799,-8.071807,-34.878449,"Rua Cais de Santa Rita, 30 em São José",Moto Pecas Norte
2017-06-25,1498432824066,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-08,1496936536181,-8.106555,-34.911893,Avenida Marechal Mascarenhas de Morais,Pneuac
2017-06-22,1498153848249,-8.032847,-34.891899,"Avenida Beberibe, 530 em Encruzilhada",Lojao do Petroleo
2017-06-06,1496773508535,-8.114649,-34.913972,Rua Jaçanã,Via Norte
2017-06-12,1497271041655,-8.037424,-34.9331,Avenida Maurício de Nassau,Rodrigues Veículos
2017-06-14,1497435192902,-8.04306,-34.934112,"Avenida Caxangá, 3094 em Cordeiro",J.M.N. Veículos
2017-06-16,1497629753658,-8.086107,-34.953494,"Rua Leandro Barreto, 706B em Jardim São Paulo",Auto Peças Maranata
2017-06-09,1497048613400,-8.046294,-34.891447,Avenida Governador Agamenon Magalhães,Via Norte Auto Peças
2017-06-09,1496849637615,-8.103138,-34.910977,"Av. Mascarenhas de Moraes, 2156",Fiat Italiana
2017-06-12,1497302876532,-8.027691,-34.907682,Rua Professor Souto Maior,Marcio José
2017-06-11,1497179605107,-8.081938,-34.961747,"Avenida Liberdade, 1229 A em Sancho",Planalto Peças
2017-06-27,1498560650251,-8.112048,-34.913001,Avenida Marechal Mascarenhas de Morais,Via Norte
2017-06-15,1497494749487,-8.093207,-34.940616,Avenida Doutor José Rufino,Gilberto Equipadora
2017-06-14,1497402118856,-8.122801,-34.90501,Rua Ribeiro de Brito,COFAP-Companhia Fabricadora Peças
2017-06-12,1497300178470,-8.069395,-34.940253,Avenida Recife,a-Equipadora Taurus Filme
2017-06-30,1498815706003,-8.107358,-34.91171,Avenida Marechal Mascarenhas de Morais,Divepe - Caminhões Ford
2017-06-16,1497614005494,-8.023348,-34.881042,"Dona Regeneração, 1259",Casa do Led
2017-06-30,1498823605137,-8.067758,-34.910418,Rua Guanacés,Maurício Auto Peças
2017-06-15,1497543444622,-8.055792,-34.922007,Rua Gomes Taborda,Centro Service - Bosh
2017-06-28,1498651151820,-8.039917,-34.887148,Rua Natividade Saldanha,Torreão Auto Peças
2017-06-20,1498077094255,-8.061385,-34.906469,"Av. Abdias de Carvalho, 175",CarGlass
2017-06-17,1497664867334,-8.081214,-34.967811,Avenida Liberdade,Bm Superbom
2017-06-30,1498819059975,-8.062178,-34.89874,Rua Paissandú,Paulo Peças 
2017-06-06,1496779181147,-8.103362,-34.927555,https://kekanto.com.br/ruas/pe/recife/av-pres-kennedy,São Paulo Veículos
2017-06-26,1498470420327,-8.139126,-34.91115,Avenida Marechal Juarez Távora,Express Car Locadora de Veículos
2017-06-09,1497003657259,-8.148583,-34.914748,Rua Armindo Moura,LIV Brasil
2017-06-20,1497979742952,-8.038259,-34.94292,Avenida Caxangá,Granvia
2017-06-16,1497620441997,-8.067349,-34.882795,Rua Barão da Vitória,Galindo & Leite Comercio - São José
2017-06-28,1498663519812,-8.132251,-34.917178,Rua Desembarque Aeroporto,Pass Garagge
2017-06-24,1498336576845,-8.029707,-34.900518,"Rua Cônego  Barata, 410 em Tamarineira",Triautos Corretora de Veículos
2017-06-18,1497791834074,-8.036326,-34.903976,Avenida Rui Barbosa,Park Jato (Jaqueira)
2017-06-26,1498460209151,-8.132643,-34.918248,Rua Desembarque Aeroporto,Pass Garagge
2017-06-19,1497817802173,-8.110532,-34.912583,"Av Mal. Mascarenhas de Morais, ~3227",Nissan Eurovia
2017-06-09,1497042025635,-8.09283,-34.908638,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-26,1498435689556,-8.062503,-34.907703,Estrada dos Remédios,Hc Pneus
2017-06-11,1497211102397,-8.138841,-34.905937,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-30,1498855676060,-8.085438,-34.888451,Avenida Herculano Bandeira,Onibos Indo Pra Casa
2017-06-13,1497396284193,-8.109217,-34.891522,Avenida Engenheiro Domingos Ferreira,Domingos Ferreira Veículos - Boa Viagem
2017-06-11,1497205229573,-8.041288,-34.884906,Rua Cândido Lacerda,Via Norte Auto Peças
2017-06-17,1497717090362,-8.110888,-34.926714,"Avenida Recife, 2670 em Ipsep",Almeida Corretora de Veículos
2017-06-29,1498738554777,-8.13321,-34.900718,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-12,1497279896380,-8.046912,-34.877762,Avenida Norte Miguel Arraes de Alencar,Volkswagen do Brasil Ltda-Centro de Treinamento
2017-06-22,1498154335740,-8.065488,-34.909265,Rua Cosme Viana,Fiori
2017-06-11,1497213484114,-8.114565,-34.913908,Rua Jaçanã,Via Norte
2017-06-14,1497454935632,-8.12566,-34.899314,Avenida Conselheiro Aguiar,Mar Veiculos
2017-06-21,1498046801032,-8.02612,-34.91999,Rua Rio Sul,Rodopecas
2017-06-07,1496838358966,-8.12369,-34.899602,"Rua Ribeiro de Brito, 277 em Boa Viagem",Rio Auto Peças e Serviços
2017-06-12,1497289031877,-8.125521,-34.899074,Avenida Conselheiro Aguiar,Mar Veiculos
2017-06-26,1497641464559,-8.041084,-34.893278,"Rua Conselheiro Portela, 536",Renault Regence
2017-06-24,1498318389511,-8.039485,-34.909825,Rua Professora Ângela Pinto,Via Total Centro Técnico Automotivo
2017-06-13,1497369462252,-8.125584,-34.898807,Rua Ernesto de Paula Santos,Mar Veiculos
2017-06-23,1498215691450,-8.084969,-34.893278,Avenida República Árabe Unida,Recife Motor
2017-06-21,1498059577629,-8.049582,-34.896521,Avenida Conselheiro Rosa e Silva,Bradesco Seguros - Aflitos
2017-06-23,1498215625489,-8.009231,-34.85845,https://kekanto.com.br/ruas/pe/recife/av-agentina-castelo-branco,Moto Via Titan
2017-06-05,1496703227459,-8.100599,-34.924764,Rua dos Prazeres,Joabes Pedro de Souz
2017-06-17,1497719077391,-8.125126,-34.901175,Rua Carlos Pereira Falcao 334,TMF Centro Automotivo
2017-06-14,1497390300154,-8.002488,-34.857912,"Av Pan Nordestina, ~2106",Chevrolet Hall
2017-06-12,1497272412075,-8.079887,-34.904816,Rua Antonio Macario,M Autopeças
2017-06-27,1498585127499,-8.090857,-34.92917,Avenida Tapajós,Carlos veiculos
2017-06-22,1498135350212,-8.119396,-34.912604,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-08,1496936541212,-8.1098,-34.890822,Avenida Conselheiro Aguiar,Multmarca Comércio de Veículos
2017-06-07,1496869639653,-8.148423,-34.914629,Rua Armindo Moura,LIV Brasil
2017-06-15,1497534671581,-8.069143,-34.90856,Estrada do Bongi,Oficina do Cleyton
2017-06-29,1498744611559,-8.062191,-34.913498,Avenida Engenheiro Abdias de Carvalho,Big Car
2017-06-30,1498862006827,-8.120872,-34.89553,Avenida Boa Viagem,Elo Representações
2017-06-30,1498860025229,-8.059925,-34.939735,"Rua Zumbi dos Palmares, 1180",Ligue Peças 
2017-06-11,1497204276101,-8.119374,-34.912627,"Av. Mal. Mascarenhas de Morais, 4025",Shopping do Automóvel de Pernambuco
2017-06-30,1498825419071,-8.106281,-34.910913,Rua Antônio Eduardo Amorim,Divepe - Caminhões Ford
2017-06-07,1496856612380,-8.111466,-34.892901,Avenida Engenheiro Domingos Ferreira,América Veículos Concessionária Ford - Boa Viagem
2017-06-30,1498821711584,-8.112093,-34.913152,Avenida Marechal Mascarenhas de Morais,Kia Intervia - Recife
2017-06-14,1497440235248,-8.094337,-34.909478,Avenida Marechal Mascarenhas de Morais,Palácio das Baterias
2017-06-20,1497958667853,-8.054085,-34.914275,Avenida Caxangá,Avs Multimarcas
2017-06-28,1498686045188,-8.034842,-34.908037,Rua Tito Rosas,Concessionária Volkswagen - Bremen Veiculos
2017-06-24,1498313911750,-7.872377,-34.906085,https://kekanto.com.br/ruas/pe/recife/av-barao-de-vera-cruz,Val Bike
2017-06-27,1498411684593,-8.062383,-34.917753,"Avenida Engenheiro Abdias de Carvalho, 765 em Ilha do Retiro",Afimotor
2017-06-12,1497232975229,-8.022172,-34.891511,"Rua Bom Conselho, 312 Casa B em Água Fria",Roberta
2017-06-27,1498559102876,-8.132672,-34.91841,https://kekanto.com.br/biz/aeroporto-internacional-do-recifeguararapes-gilberto-freyre,Pass Garagge
2017-06-30,1498830429045,-8.065391,-34.906951,"Rua Tabaiares, 285 em Ilha do Retiro",Pateo - Concessionária Hyundai
2017-06-07,1496843074385,-8.028356,-34.92974,1A Travessa do Genipapo,Ng Car Mecanica
2017-06-12,1497292270323,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-06,1496777629477,-8.086717,-34.885596,Avenida Antônio de Goes,Centro Automotivo Porto Seguro
2017-06-11,1497182607494,-8.110886,-34.941531,Rua Rio Branco do Sul,Skaly Bus
2017-06-06,1496759746570,-8.119349,-34.912964,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-29,1498699175166,-8.131608,-34.918189,Rua Desembarque Aeroporto,Adrenalina Racing
2017-06-14,1497433590562,-8.133195,-34.900745,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-20,1497884959566,-8.007571,-34.931386,Rua Sônia Maria Lopes Morães,Maurício Auto Peças
2017-06-21,1498085515028,-8.032406,-34.891788,Avenida Beberibe,Jm Centro Automotivo 
2017-06-08,1496941720605,-8.067114,-34.879987,Rua João Souto Maior,City Bike
2017-06-28,1498656343674,-8.054085,-34.914275,Avenida Caxangá,Avs Multimarcas
2017-06-18,1497801234194,-8.023557,-34.908479,Rua Seis,Lider Expresso
2017-06-20,1497913667636,-8.114938,-34.903976,Rua Dom João VI,Borracharia Irmão Francisco
2017-06-29,1498761578180,-8.040299,-34.886738,Rua Natividade Saldanha,Torreão Auto Peças
2017-06-15,1497528333183,-8.047129,-34.927284,Avenida Caxangá,Rêgo Barros Automóveis
2017-06-20,1497995229065,-8.028898,-34.915157,Rua Evaristo da Veiga,GPEC Comércio
2017-06-14,1497453450388,-8.043799,-34.902888,Rua Senador Alberto Paiva,Toyolex
2017-06-17,1497737793644,-8.116198,-34.903825,Rua Padre Carapuceiro,Júlio Equipadora
2017-06-12,1497259174682,-8.073159,-34.9439,Rua S D 5519,Sucata do Galego
2017-06-10,1497075699479,-8.065635,-34.88121,Rua da Concórdia,Tio Tonho Serviços e Auto Peças
2017-06-05,1496700462977,-8.045537,-34.928209,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-27,1498585761419,-8.09322,-34.908602,Avenida Marechal Mascarenhas de Morais,Meira Lins
2017-06-29,1498762040502,-8.129804,-34.900809,Avenida Conselheiro Aguiar,Posto Ipiranga
2017-06-28,1498677868621,-8.078056,-34.906904,Estrada dos Remédios,Pb Automóveis Multimarcas
2017-06-27,1498533765486,-8.057074,-34.904299,"Rua Arlindo Gouveia, 130 em Madalena",Oliveira Veículos
2017-06-14,1497442086090,-8.092745,-34.90869,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-09,1497006782036,-8.11238,-34.926315,Rua Aristides Lobo,Equipadora Taurus Filme Ltda (a Nova)
2017-06-29,1498777994140,-8.13154,-34.918345,Rua Desembarque Aeroporto,Pass Garagge
2017-06-29,1498703336266,-8.075032,-34.900117,Rua Cabo Eutrópio,Servi-Shopping Veículos
2017-06-20,1497990243374,-8.051822,-34.918399,PE-005,Bello Autopças e Serviços
2017-06-16,1497618476315,-8.041827,-34.891554,Avenida João de Barros,Dirigindo Bem
2017-06-30,1498787651785,-8.067442,-34.925949,Rua Ourém,Filipe Auto Peças
2017-06-23,1498180147033,-8.135558,-34.913041,Rua Sargento Waldir Correia,Epanda
2017-06-16,1497613725516,-8.056495,-34.924247,Avenida General San Martin,B1 Blindagens
2017-06-13,1497383475548,-8.054014,-34.914295,"Av Caxangá, 540",A V S Veículos
2017-06-12,1497271615703,-8.095693,-34.919164,Avenida Pinheiros,Autoline Veículos
2017-06-15,1497520992622,-8.030229,-34.933951,"Rua Guaratiba, 6 em Iputinga",Rei da Película
2017-06-22,1498069706444,-8.135121,-34.905182,"Rua José Moreira Leal, 190 ap 2 em Boa Viagem",Elo Representações
2017-06-22,1498151908464,-8.093331,-34.909297,Avenida Marechal Mascarenhas de Morais,Meira Lins
2017-06-28,1498672310774,-8.060278,-34.898156,Avenida Governador Agamenon Magalhães,Recife Motor
2017-06-14,1497453619365,-8.110962,-34.941585,Rua Rio Branco do Sul,Skaly Bus
2017-06-10,1497057371665,-8.024199,-34.883147,Rua Desenhista Eulino Santos,Stand Kar
2017-06-28,1498656768097,-8.042617,-34.873512,Avenida Cruz Cabugá,Aldo Lanternas e Faróis
2017-06-26,1498482280807,-8.087064,-34.886195,"Rua Buíque, 249 em Pina",Regis Retrovisores
2017-06-06,1496762648801,-8.026209,-34.894528,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-12,1497278527338,-8.012594,-34.933226,Rua do Banho,Mplub
2017-06-09,1497009416135,-8.037302,-34.954021,"Rua Torre, 522 em Água Fria",Globo Mahindra
2017-06-10,1497101333195,-8.111856,-34.89316,Avenida Engenheiro Domingos Ferreira,América Veículos Concessionária Ford
2017-06-29,1498747997815,-8.063433,-34.934364,"Av Eng Abdias Carvalho, 2716",Antônio Eyner Linhares Luciano
2017-06-20,1497978228261,-8.072973,-34.914877,2A Travessa da Holmes Fontes,Nova Vida Moto Pecas
2017-06-22,1498168335954,-8.022487,-34.891612,Rua Bom Conselho,Ricardinho Auto Cent
2017-06-30,1498837860042,-8.053774,-34.910999,Rua José Osório,Canário Veículos
2017-06-22,1498127390772,-8.031959,-34.881566,Estrada de Belém,Oficicar
2017-06-14,1496608282121,-8.114427,-34.913746,"Av. Mascarenhas de Morais, 3402",Via Norte
2017-06-06,1496757086334,-8.072278,-34.897349,Rua Ibiporã,Oficina do Ferreira
2017-06-22,1498138854202,-8.133044,-34.916182,Rua Barão de Souza Leão,Delta Veículos
2017-06-27,1498549023266,-8.132319,-34.918324,Rua Desembarque Aeroporto,Pass Garagge
2017-06-16,1497619950389,-8.053241,-34.907808,Rua Pessoa de Melo,Auto Shopping Corretora de Veículos
2017-06-22,1498157537909,-8.040324,-34.88704,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-08,1496939107711,-8.054859,-34.904553,Avenida Beira Rio,Paudalho Veiculos
2017-06-30,1498870263134,-8.109421,-34.908194,Rua Monsenhor Tabosa,Remapel
2017-06-24,1498340664100,-8.060531,-34.932257,Estrada do Forte do Arraial Novo do Bom Jesus,CB Equipadora
2017-06-22,1498139230602,-8.04452,-34.902425,Avenida Rui Barbosa,Pedragon
2017-06-21,1498078667520,-8.053414,-34.914995,"Avenida Caxangá, 644 em Madalena",Construtora Itaíba
2017-06-09,1497021175835,-8.092797,-34.909039,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-28,1498648155819,-8.051758,-34.918216,"Avenida Caxangá, 1126 Hospital Getulinho Vargas em Caxangá",Belo Autopeças
2017-06-12,1497287414857,-8.094336,-34.909484,Avenida Marechal Mascarenhas de Morais,Palácio das Baterias
2017-06-07,1496851144944,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-27,1498583574333,-8.084496,-34.887277,Avenida Antônio de Goes,Sael Chrysler
2017-06-06,1496756864519,-8.049543,-34.92331,Avenida Caxangá,Marabuco Veículos
2017-06-09,1497038455469,-8.068424,-34.909685,Estrada do Bongi,Imbiribeira Veiculos
2017-06-14,1497477971385,-8.040352,-34.887126,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-23,1498215295777,-8.090347,-34.907876,Rua Doutor Valdir Pessoa,GranVia Ford
2017-06-20,1497939748832,-8.06655,-34.881099,Rua Vinte e Quatro de Maio,Tio Tonho Serviços e Auto Peças
2017-06-22,1498138407179,-8.048406,-34.924991,PE-005,Bandeirante Veículos
2017-06-07,1496861676064,-8.092507,-34.908306,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-14,1497455298113,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-09,1497020074937,-8.052459,-34.899519,Rua Joaquim Nabuco,Moto Pecas Norte
2017-06-29,1498732405818,-8.046274,-34.929126,Avenida Caxangá,Regence Renault-Concessionárias Renault
2017-06-27,1498561671580,-8.125193,-34.912291,Rua Francisco Correias de Morais,Everton de Andrade Rangel - Afogados
2017-06-06,1496782871622,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-22,1498145501132,-8.073116,-34.944062,Rua S D 5519,Sucata do Galego
2017-06-29,1498753825544,-8.155746,-34.913072,Rua Hermínio Alves de Queirós,Paulo Peças 
2017-06-26,1498485437092,-8.053912,-34.913111,Rua Doutor Sábino Pinho,Ipanema Veículos
2017-06-27,1498576893914,-8.124341,-34.913843,"Av Mal. Mascarenhas de Morais, 4233",Toyolex Veiculos Ltda
2017-06-16,1497654059572,-8.046228,-34.928778,Avenida Caxangá,Vicência Veículos
2017-06-27,1498561351809,-8.123193,-34.905779,Rua Ribeiro de Brito,URN-União dos Representantes do Nordeste
2017-06-12,1497290627084,-8.104015,-34.911086,"Av Mal Mascarenhas Morais, 2200",Maravilha Motos
2017-06-15,1497487811539,-8.043731,-34.907789,Rua José Bonifácio,Recife Honda
2017-06-19,1497922415636,-8.099696,-34.909822,Imbiribeira,Recife Harley-Davidson
2017-06-13,1497357417096,-8.078682,-34.892589,"Rua Capitão Temudo, 266 em Cabanga",Meio Fio Veículos
2017-06-10,1497101002462,-8.053766,-34.910525,Rua Reverendo Samuel Falcão,Fred'S Veículos - Madalena
2017-06-06,1496740736851,-8.044498,-34.932572,"Av Caxangá, 2811",Almeida Veículos
2017-06-17,1497729987710,-8.034981,-34.87829,Rua Guaianazes,Moto Pecas Norte
2017-06-10,1497107700464,-8.043775,-34.903222,Rua Senador Alberto Paiva,Toyolex
2017-06-19,1497889581423,-8.095212,-34.909082,Avenida Marechal Mascarenhas de Morais,Porto Seguro Auto
2017-06-26,1498508190088,-8.05467,-34.904999,Rua Demócrito de Souza Filho,Oliveira Veículos
2017-06-07,1496838892787,-8.126225,-34.915306,"Avenida Marechal  Mascarenhas Morais, 4780 em Imbiribeira",Trator Parts
2017-06-08,1496885076985,-8.138841,-34.905937,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-11,1497185819845,-8.059796,-34.939523,Rua Zumbí dos Palmares,Ligue Peças 
2017-06-10,1497105358604,-8.114944,-34.904008,Rua Dom João VI,Borracharia Irmão Francisco
2017-06-17,1497715554425,-8.081131,-34.906688,"Rua R. BUENOPOLIS, 73",Identifica Reintegradora de Veículos e Assessoria
2017-06-07,1496837031151,-8.119287,-34.912798,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-17,1497675279945,-8.102831,-34.922867,Avenida Presidente Kenedy,Fabs Distribuidora de Peças e Assessorias
2017-06-13,1497320048761,-8.047009,-34.92722,"Avenida Caxangá, 2231 em Cordeiro",Rêgo Barros Automóveis
2017-06-11,1497224010347,-7.981293,-34.91725,Rua Elisa Cabral,Moto Pecas Norte
2017-06-29,1498770558778,-8.131837,-34.918087,Rua Desembarque Aeroporto,Pass Garagge
2017-06-25,1498269509774,-8.053492,-34.920275,"R. Gregório Júnior, 264",Pra Fiat
2017-06-10,1497088905690,-8.074296,-34.890175,"Rua Imperial, 579 em São José",Mega Center
2017-06-15,1497535947528,-8.039859,-34.892233,Rua Conselheiro Portela,America Veiculos Concessionaria Ford
2017-06-19,1497868717172,-8.039485,-34.909825,Carrefour,Via Total Centro Técnico Automotivo
2017-06-27,1498570457279,-8.053854,-34.911085,Rua José Osório,Multicar
2017-06-13,1497391595601,-8.081424,-34.967723,Avenida Liberdade,Bm Superbom
2017-06-15,1497486182029,-8.027667,-34.907552,Rua Professor Souto Maior,Marcio José
2017-06-06,1496662410744,-8.098313,-34.910515,"Av. Mascarenhas de Morais, 1818",Autoline Honda
2017-06-22,1498149945963,-8.054938,-34.906906,"Avenida de Albuquerque, 400 S 01 em Madalena",Astral Veículos Multimarcas
2017-06-22,1498142744518,-8.121961,-34.906583,Rua Galeria Americano Freire,Auto Show Veiculos - Boa Viagem
2017-06-07,1496774591042,-8.062,-34.937296,Rua 14 de Março,Recife Chopp
2017-06-12,1497306420441,-8.133098,-34.912271,Rua Waldemar Nery Carneiro Monteiro,CFC Albuquerque
2017-06-22,1498135020303,-8.044754,-34.902425,Avenida Rui Barbosa,Pedragon
2017-06-12,1497284941559,-8.053789,-34.909897,Rua José Osório,Esquina Veículos
2017-06-20,1497971840231,-8.055692,-34.922115,Rua Gomes Taborda,Centro Service - Bosh
2017-06-22,1498147864490,-8.132098,-34.917904,Rua Desembarque Aeroporto,Pass Garagge
2017-06-23,1498170316518,-8.103611,-34.927931,Avenida Recife,Bal Eletricista.
2017-06-21,1498057316129,-8.123688,-34.899624,Rua Ribeiro de Brito,Rio Auto Peças e Serviços
2017-06-13,1497357732786,-8.089734,-34.908081,Avenida Marechal Mascarenhas de Morais,GranVia Ford
2017-06-21,1498044704422,-8.100946,-34.91017,Avenida Marechal Mascarenhas de Morais,Concessionária Peugeot - Rivoli
2017-06-22,1498085960529,-8.039007,-34.872838,"Rua Arlindo Melo, 34 em Santo Amaro",Likinho Veículos
2017-06-29,1498775950426,-8.010048,-34.920978,Rua Vasco da Gama,Júlio Equipadora
2017-06-14,1496859412531,-8.085082,-34.886989,"Avenida Engenheiro  Antônio Góes, 809 em Pina",Sael - Recife
2017-06-15,1497534511588,-8.090423,-34.908423,Avenida Marechal Mascarenhas de Morais,GranVia Ford
2017-06-25,1498409780303,-8.039859,-34.892233,Rua Conselheiro Portela,America Veiculos Concessionaria Ford
2017-06-13,1497359262491,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-25,1498428200466,-8.064579,-34.910267,Rua Padre Teófilo Tworz,Sport Car
2017-06-29,1498765312396,-8.112103,-34.911753,Rua José da Silva Lucena,Centro Automotivo Ferreira Costa
2017-06-21,1497957541787,-8.111984,-34.90362,"Av. Gal. Mac Arthur, 1115",Mar Veiculos
2017-06-12,1497281857489,-8.05146,-34.91961,Rua Padre Antônio Fernandes,O Rei da Película - Fumê em Domicílio
2017-06-16,1497629101456,-8.103401,-34.911023,Avenida Marechal Mascarenhas de Morais,HC Pneus
2017-06-21,1498050093511,-8.055856,-34.921996,Rua Gomes Taborda,Centro Service - Bosh
2017-06-08,1496891224501,-8.041229,-34.884583,Rua Cândido Lacerda,Via Norte Auto Peças
2017-06-26,1497611733969,-8.03908,-34.890208,"Avenida Norte Miguel Arraes, 2175 Loja 04 em Espinheiro",Renault Regence
2017-06-12,1497274514669,-8.103937,-34.910957,Avenida Marechal Mascarenhas de Morais,Peugeot - Rivoli Imbiribeira
2017-06-22,1498138294052,-8.059719,-34.898417,Rua Viscondessa do Livramento,Recife Motor
2017-06-21,1498072785140,-8.108409,-34.913617,"Rua Itajaí, 309 em Imbiribeira",Uchôa Distribuidora de Acessórios Automotivos
2017-06-10,1497107600203,-8.107897,-34.911559,Avenida Marechal Mascarenhas de Morais,Troller
2017-06-15,1497541503218,-8.123651,-34.899721,"Rua Ribeiro de Brito, 277 em Boa Viagem",Rio Auto Peças e Serviços
2017-06-27,1498564580439,-8.062902,-34.914426,Rua Hércules Florence,Big Car
2017-06-08,1496934172899,-8.048654,-34.931058,Rua Visconde de Itaboraí,Bateria de Carro 
2017-06-13,1497350328220,-8.136645,-34.91324,Rua Camboim,Aldo Lanternas e Faróis
2017-06-28,1498685581918,-8.132295,-34.918388,Rua Desembarque Aeroporto,Pass Garagge
2017-06-12,1497284392793,-8.053414,-34.914995,Rua Campos Sáles,Construtora Itaíba
2017-06-27,1498563427490,-8.0391,-34.890186,Avenida Norte Miguel Arraes de Alencar,Renault Regence
