dt,ts,lat,lng,thoroughfare,place_name
2017-06-24,1498051452289,-8.065117,-34.907412,Rua Tabaiares,Pateo - Concessionária Hyundai
2017-06-15,1497542065432,-8.093116,-34.929503,Avenida Recife,PL Veiculos Me
2017-06-15,1497539883715,-8.072191,-34.897355,Rua Jaraguari,Oficina do Ferreira
2017-06-16,1497650217349,-8.070438,-34.91199,"Rua Joinville, 234 em Afogados",Cleautopeças
2017-06-07,1496855068259,-8.054184,-34.920273,Rua Gregório Júnior,Estoque Distribuidora Peças
2017-06-16,1497637878307,-8.067774,-34.909573,Rua Cosme Viana,Imbiribeira Veiculos
2017-06-23,1498187396942,-8.053104,-34.876523,Rua da Aurora,Fidel Auto Peças
2017-06-29,1498737627221,-8.039653,-34.891371,Rua Alfredo de Castro,América Ford
2017-06-15,1497480697322,-8.057154,-34.918098,"Rua Gomes Taborda, 700 em Cordeiro",Bateria de Carro - Torre 
2017-06-09,1497026642846,-8.114859,-34.906723,Rua José da Silva Lucena,Júlio Equipadora
2017-06-09,1497009584395,-8.037259,-34.953913,Rua Tôrres Homem,Globo Mahindra
2017-06-28,1498654768981,-8.05401,-34.910418,Rua Reverendo Samuel Falcão,A V S Veículos
2017-06-23,1498245231587,-8.020701,-34.924372,"Avenida Norte, 6607 Lj. 02 em Casa Amarela",Norte Peças
2017-06-22,1498135852277,-8.13255,-34.913003,Rua Doutor Luiz Correia de Oliveira,Aero Veiculos
2017-06-30,1498821057427,-8.093503,-34.90948,"Avenida Marechal Mascarenhas Morais, 1200 em Imbiribeira",Real Ônibus
2017-06-13,1497396050444,-8.110926,-34.941488,Rua Rio Branco do Sul,Skaly Bus
2017-06-12,1497299833693,-8.043903,-34.902931,Rua Senador Alberto Paiva,Toyolex
2017-06-14,1497206016958,-8.126646,-34.906884,R. Des. João Paes,Lava Jato K'Beer
2017-06-22,1498130049722,-8.094968,-34.928202,Avenida Recife,Antônio Eyner Linhares Luciano
2017-06-23,1498177458189,-8.043198,-34.932691,Rua Professor Bandeira,Autoglass
2017-06-07,1496876807706,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-14,1496272145885,-8.126626,-34.906809,R. Des. João Paes,Lava Jato K'Beer
2017-06-10,1497134808864,-8.056601,-34.924164,Avenida General San Martin,B1 Blindagens
2017-06-14,1497403603736,-8.095169,-34.91017,Rua General Góes Monteiro,Recife Harley-Davidson
2017-06-08,1496940271850,-8.103161,-34.910967,Avenida Marechal Mascarenhas de Morais,Fiat Italiana
2017-06-27,1498525868243,-8.132297,-34.918367,Piso de Embarque,Pass Garagge
2017-06-27,1498597878124,-8.13211,-34.918065,Rua Desembarque Aeroporto,Pass Garagge
2017-06-15,1497524642023,-8.112301,-34.926014,Rua Aristides Lobo,Sul Peças
2017-06-12,1497274460473,-8.15926,-34.913604,Avenida Ayrton Senna da Silva,America Ford - Piedade
2017-06-16,1497626220149,-8.040324,-34.88704,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-16,1497655419137,-8.044299,-34.881372,Avenida Norte Miguel Arraes de Alencar,O Rei das Tampas De
2017-06-26,1498495005790,-8.039076,-34.890182,Avenida Norte Miguel Arraes de Alencar,Renault Regence
2017-06-26,1498448456798,-8.129387,-34.93843,Rua Nova Canaã,Ana Regislaine Lira Lemos - Cohab
2017-06-30,1498849283806,-8.03142,-34.892018,Avenida Beberibe,Disnove
2017-06-15,1497534768002,-8.079969,-34.904902,Rua da Paz,M Autopeças
2017-06-23,1498176724744,-8.132197,-34.917914,Piso Desembarque,Pass Garagge
2017-06-29,1498750753102,-8.044517,-34.90152,https://kekanto.com.br/ruas/pe/recife/av-rui-barbosa,"Cavalcanti, Ricardo A - Madalena"
2017-06-10,1497101371956,-8.074111,-34.915896,"Rua Ernesto Cavalcanti, 16 ; ;SL 02 em Afogados",Layme Assessoria De Vendas
2017-06-19,1497895156383,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-23,1498187907164,-8.010323,-34.932432,Rua Maria Amália,Oficar
2017-06-28,1498658439716,-8.040286,-34.887061,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-12,1497268046120,-8.084657,-34.887457,"Avenida Engenheiro  Antônio Góes, 869 em Pina",Maxblindage
2017-06-26,1498475793088,-8.031421,-34.892384,Av. Beberibe,Nissan Beberibe
2017-06-29,1498743411609,-8.113965,-34.903688,"Avenida Antonio Torres Galvão., 383 Loja B em Boa Viagem",Júlio Equipadora
2017-06-26,1498499886030,-8.129774,-34.900744,Avenida Conselheiro Aguiar,Posto Ipiranga
2017-06-27,1498571530699,-8.119375,-34.912917,"Av. Mal. Mascarenhas de Morais, 4025",Shopping do Automóvel de Pernambuco
2017-06-22,1498154583182,-8.052499,-34.875683,"Rua Araripina, 419 em Santo Amaro",Fidel Auto Peças
2017-06-12,1497270484896,-8.11613,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-22,1498167227240,-8.109871,-34.917979,Rua Jean Emile Favre,Auto Peças Maringá
2017-06-20,1497907833490,-8.005375,-34.857483,"Avenida Panordestina, 87 em Salgadinho",Olinda Peças Usadas 
2017-06-16,1497610255071,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-19,1497881991620,-8.036818,-34.953903,Rua Tôrres Homem,Marcos Equipadora
2017-06-27,1498599116181,-8.086352,-34.95358,Avenida Liberdade,Auto Peças Maranata
2017-06-08,1496955245776,-8.108223,-34.91658,Rua Araçatuba,LIV Brasil
2017-06-28,1498651568419,-8.043346,-34.934887,Avenida Caxangá,Disnove
2017-06-07,1496843181367,-8.085082,-34.886989,Avenida Antônio de Goes,Sael - Recife
2017-06-26,1498498126418,-8.110329,-34.910407,Rua Itajubá,Rota Premium Imbiribeira
2017-06-26,1498479470780,-8.069673,-34.944197,Rua Jundiaí,Sucata do Galego
2017-06-19,1497893932895,-8.043439,-34.934637,"Av. Caxangá, 3217",Disnove
2017-06-29,1498733111739,-8.043799,-34.902888,Rui Barbosa 1105,Toyolex
2017-06-25,1498265319308,-8.038728,-34.942197,"Av Caxangá, 4055-4175 - Várzea",Caxangá Veículos
2017-06-17,1497704650236,-8.104541,-34.910612,Avenida Marechal Mascarenhas de Morais,Maravilha Motos
2017-06-29,1498694946468,-8.067023,-34.878991,Rua Felipe Camarão,Tio Tonho Serviços e Auto Peças
2017-06-11,1497156341005,-8.119248,-34.918841,Rua Alberto de Oliveira,Toyolex Veiculos
2017-06-24,1498331720975,-8.053454,-34.920117,"R. Gregório Júnior, 264",Pra Fiat
2017-06-26,1498470753154,-8.085212,-34.887148,Rua Nogueira de Souza,Sael - Recife
2017-06-21,1498087552588,-8.044538,-34.907735,Rua José Bonifácio,Honda - Recife Motors
2017-06-22,1498165214336,-8.039859,-34.892233,Rua Conselheiro Portela,America Veiculos Concessionaria Ford
2017-06-29,1498748099851,-8.027424,-34.917316,Rua Doná Ana Xavier,Pedragon - Casa Amarela
2017-06-27,1498574898902,-8.037606,-34.988197,Rua Presidente Honório Hermeto,Fabio Pecas e Servic
2017-06-17,1497697326229,-8.055781,-34.922002,Rua Gomes Taborda,Centro Service - Bosh
2017-06-27,1498595799759,-8.045964,-34.930192,Avenida Inácio Monteiro,Stilo Pecas e Servic
2017-06-09,1496867614116,-8.061894,-34.919821,"Avenida Engenheiro  Abdias de Carvalho, 2870 em Cordeiro",L & L Parabrisas
2017-06-16,1497635148583,-8.102441,-34.908562,Rua Sargento Silvio Delmar Holembach,Nino Enfeites Acessórios
2017-06-26,1498507589914,-8.036168,-34.909901,"R. Dr. José de Góes, 299",Marcos Equipadora
2017-06-25,1498367929914,-8.08128,-34.967876,Avenida Liberdade,Bm Superbom
2017-06-07,1496853156299,-8.046364,-34.891371,"Avenida Governador Agamenon Magalhães, 2714 em Espinheiro",Via Norte Auto Peças
2017-06-30,1498788878983,-8.108779,-34.897685,Rua Amaro Albino Pímentel,Mar Veiculos
2017-06-23,1498249226420,-8.042546,-34.935268,"Avenida Caxangá, 3246 em Cordeiro",Mega Veículos
2017-06-26,1498483001425,-8.115346,-34.914597,Rua Doutor Tavares Correia,Acesso Service
2017-06-25,1498395603534,-8.067671,-34.894194,Praça Miguel de Cervantes,Multi Ambiental
2017-06-28,1498648464534,-8.065117,-34.907412,Rua Tabaiares,Pateo - Concessionária Hyundai
2017-06-28,1498653753622,-8.056601,-34.924165,Avenida General San Martin,B1 Blindagens
2017-06-28,1498677044454,-8.094219,-34.885682,"Rua Alcides Zolokovicc, 156 em Pina",Nordeste Import
2017-06-16,1497634483766,-8.055781,-34.922008,"Rua Carmen de Souza Leão, 1",Centro Service - Bosh
2017-06-13,1497383249387,-8.095296,-34.909147,Avenida Marechal Mascarenhas de Morais,Porto Seguro Auto
2017-06-09,1496679134335,-8.092758,-34.908694,"Avenida Mascarenhas de Moraes, 1043 em Imbiribeira",Meira Lins - Concessionária Volkswagen
2017-06-27,1498560520326,-8.043457,-34.930752,1A Travessa Onze de Agosto,Stilo Pecas e Servic
2017-06-16,1497618954290,-8.108306,-34.911624,Avenida Marechal Mascarenhas de Morais,Troller
2017-06-15,1497561915012,-8.114483,-34.913918,Rua Jaçanã,Via Norte
2017-06-30,1498847449036,-8.096698,-34.929436,Rua Capitão Felipe Ferreira,Auto Peças Universal
2017-06-26,1498228657988,-8.090971,-34.908791,"Av Marechal Mascarenhas de Morais, 1138",GranVia Ford
2017-06-14,1497449251222,-8.112725,-34.925392,Rua Padre Lima e Sá,Ransantec-Comércio de Peças e Equipamentos
2017-06-16,1497632955723,-8.02046,-34.922764,Rua Aviador Rêgo Barros,Fox Acessórios e Equipadora
2017-06-30,1498828528197,-8.03025,-34.934048,"Rua Guaratiba, 6 em Iputinga",Rei da Película
2017-06-13,1497360409726,-8.046137,-34.929671,Avenida Caxangá,Rodrigues Veículos
2017-06-29,1498737100009,-8.053235,-34.90557,Rua Demócrito de Souza Filho,Selva Automoveis
2017-06-12,1497195873872,-8.103613,-34.928006,Avenida Recife,São Paulo Veículos
2017-06-27,1498588558420,-8.062795,-34.905032,Rua João Elysio Ramos,Sao Salvador Corretora de Veiculos - Ilha do Retiro
2017-06-28,1498647720792,-8.113616,-34.904655,"Av. Antônio Torres Galvão, 283",Bremen
2017-06-29,1498748077651,-8.054874,-34.897771,Avenida Governador Agamenon Magalhães,Toyolex Veículos
2017-06-26,1498484725720,-8.02063,-34.925174,Avenida Norte Miguel Arraes de Alencar,Extra Peças
2017-06-09,1497017196496,-8.040272,-34.887018,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-19,1497888008007,-8.092839,-34.909071,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-21,1498086096694,-8.040019,-34.953795,Rua Major João Ribeiro Pinheiro,Gustavo Veículos
2017-06-24,1498278842099,-8.046609,-34.930973,Rua Cons Silveira de Souza,Rodrigues Veículos
2017-06-16,1497574784214,-8.113004,-34.926434,"Avenida Recife, 2922 em Ipsep",Gustavo Veículos
2017-06-29,1498710612097,-8.050933,-34.895982,Rua Doutor Bandeira Filho,Paulo Peças 
2017-06-10,1496518514228,-8.067269,-34.932576,"Rua Doutor  Aniceto Ribeiro Varejão, 999 em Torrões",Alfredo L Lacerda
2017-06-07,1496857970380,-8.037367,-34.953998,Rua Tôrres Homem,Globo Mahindra
2017-06-13,1497347673499,-8.041416,-34.937687,Avenida Caxangá,Convertedora Le Gás Serv e Auto Peças
2017-06-18,1497828615986,-8.030163,-34.907757,Rua Desembargador Góis Cavalcante,Marcio José
2017-06-08,1496551813091,-8.036815,-34.946048,"Avenida Caxangá, 4507 em Várzea",Noroesty Veículos
2017-06-30,1498828678613,-8.109073,-34.893718,Rua Aviador Severiano Lins,Mar Veiculos
2017-06-22,1498145469884,-8.05576,-34.921964,"Rua Carmen de Souza Leão, 1",Centro Service - Bosh
2017-06-12,1497280762044,-8.040452,-34.886959,Rua Guadalupe,Vidrocar
2017-06-20,1497977556728,-8.041723,-34.937396,"Avenida Caxangá, 3515 em Iputinga",Oficina do Piloto
2017-06-20,1497979336529,-8.110274,-34.910698,Rua Itajubá,Rota Premium Imbiribeira
2017-06-10,1497129159282,-8.026058,-34.920062,Rua Rio Sul,Rodopecas
2017-06-07,1496833002894,-8.059861,-34.898439,Rua Viscondessa do Livramento,Recife Motor
2017-06-12,1497284093421,-8.11941,-34.912744,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-29,1498780165814,-8.033484,-34.886889,Rua Martins Ribeiro,Albuquerque Pneus
2017-06-19,1497884959341,-8.03751,-34.871717,Avenida Governador Agamenon Magalhães,Marcio José
2017-06-14,1497446293901,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-13,1497372448697,-8.058681,-34.886027,Rua Gervásio Píres,Pró Pneus
2017-06-16,1497576751905,-8.053381,-34.91534,"Av Caxangá, 670",Tintel Veículos
2017-06-17,1497738518827,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-22,1498135442855,-8.046538,-34.929481,Rua Doutor Bido Krause,Regence Renault-Concessionárias Renault
2017-06-21,1498047821332,-8.116184,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-29,1498765813802,-8.054085,-34.914275,Avenida Caxangá,Avs Multimarcas
2017-06-21,1498076038311,-8.03235,-34.913584,Estrada do Encanamento,Veloso Automóveis - Parnamirim
2017-06-19,1497874733551,-8.087995,-34.882935,Rua Carlos Líra Filho,Pit Stop
2017-06-23,1498216130253,-8.045894,-34.929611,PE-005,Regence Renault-Concessionárias Renault
2017-06-29,1498734765536,-8.053491,-34.892141,Rua João Fernandes Viêira,Rodrigo Veículos
2017-06-10,1497109136741,-8.114699,-34.92401,Rua Padre Lima e Sá,Bal Eletricista.
2017-06-24,1498266758319,-8.107952,-34.91534,Rua Itacari,Ipsep Pecas Usadas
2017-06-22,1498128058704,-8.046122,-34.929675,Avenida Caxangá,Regence Renault-Concessionárias Renault
2017-06-26,1498505811495,-8.132509,-34.918337,Aeroporto internacional Gilberto Freyre,Pass Garagge
2017-06-16,1497619418296,-8.063975,-34.941047,"Av. abdias de carvalho,1451",Sucata do Galego
2017-06-26,1498484572222,-8.099635,-34.910375,Avenida Marechal Mascarenhas de Morais,Recife Harley-Davidson
2017-06-16,1497623713797,-8.042405,-34.935202,PE-005,Mega Veículos
2017-06-23,1498179631749,-8.081754,-34.923188,Rua São Miguel,Palacio das Baterias
2017-06-06,1496778671092,-8.130777,-34.941575,Rua Tianguá,Rio Auto Peças e Serviços
2017-06-22,1498129228060,-8.100946,-34.91017,Rua Sargento Silvio Delmar Holembach,Concessionária Peugeot - Rivoli
2017-06-21,1498076702908,-8.138846,-34.906066,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-19,1497872462485,-8.056497,-34.924323,Avenida General San Martin,B1 Blindagens
2017-06-16,1497626344489,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-10,1497052938347,-8.073078,-34.915156,Rua Carlópolis,Nova Vida Moto Pecas
2017-06-22,1498166594361,-8.131802,-34.917796,Rua Desembarque Aeroporto,Pass Garagge
2017-06-26,1498517143654,-8.075686,-34.930058,1A Travessa João Cabral de Melo Neto,Reboque São José
2017-06-30,1498822440897,-8.110596,-34.909813,Rua Joaquim Bandeira,Rota Premium Imbiribeira
2017-06-25,1498363876348,-8.061894,-34.919821,Avenida Engenheiro Abdias de Carvalho,L & L Parabrisas
2017-06-29,1498750436800,-8.052981,-34.920306,Rua Honório Correia,Pra Fiat
2017-06-29,1498763954596,-8.045543,-34.928211,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-26,1498446142785,-8.061625,-34.906341,"Av. Abdias de Carvalho, 175",CarGlass
2017-06-22,1498085462205,-8.106179,-34.909825,"Rua Sargento Sílvio D Hollembach, 171 em Imbiribeira",Tambaí Chevrolet
2017-06-10,1497106747697,-8.043722,-34.903006,Avenida Rui Barbosa,Toyolex
2017-06-15,1497467095830,-8.002385,-34.857918,"Av Pan Nordestina, ~2106",Chevrolet Hall
2017-06-07,1496851909720,-8.064391,-34.93003,Estacionamento Chesf,Rede Max
2017-06-11,1497221569257,-8.106194,-34.910967,Rua Antônio Eduardo Amorim,TAMBAÍ Chevrolet Concessionária Veículos
2017-06-20,1497958838881,-8.08978,-34.881566,Rua Comendador Morães,Guerra Baterias
2017-06-07,1496853756872,-8.040342,-34.88704,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-28,1498647434273,-8.122244,-34.912087,Avenida Sul,Toyolex Veiculos
2017-06-29,1498736125160,-8.067105,-34.907757,Rua Felipe Moura,Pateo - Concessionária Hyundai
2017-06-07,1496856734625,-8.10363,-34.927834,Avenida Recife,São Paulo Veículos
2017-06-14,1497439285027,-8.046096,-34.890229,"Avenida Governador  Agamenon Magalhães, 2615 Sl 1107 em Boa Vista",Via Norte Auto Peças
2017-06-25,1498435057009,-8.073933,-34.899214,Avenida Central,Servi-Shopping Veículos
2017-06-05,1496702250316,-8.008463,-34.902419,Rua S D 9149,Stand Kar
2017-06-21,1497269244899,-8.039485,-34.909825,Carrefour,Via Total Centro Técnico Automotivo
2017-06-29,1498693112486,-8.092616,-34.886548,"Av. Engenheiro Domingos Ferreira, 466",HDI Seguros Bate-Pronto Pernambuco
2017-06-20,1497919861736,-8.111535,-34.919982,Rua Jean Emile Favre,Esquina Reta Equipadora
2017-06-24,1498265777214,-8.110647,-34.93814,Rua Pintor Agenor de Albuquerque César,Portal do Chopp 
2017-06-30,1498828712767,-8.107458,-34.912357,Rua Jamaica,Blind Service
2017-06-30,1498855522920,-8.046609,-34.930973,Rua Cons Silveira de Souza,Rodrigues Veículos
2017-06-19,1497879576856,-8.052698,-34.912043,Rua Reverendo Samuel Falcão,Ipanema Veículos
2017-06-30,1498843940393,-8.069591,-34.911893,Rua Escritor Álvaro Lins,Pateo - Concessionária Hyundai
2017-06-10,1497139971913,-8.110918,-34.941583,Rua Rio Branco do Sul,Skaly Bus
2017-06-29,1498757883885,-8.039989,-34.890046,Rua Afonso Batista,Renault Regence
2017-06-12,1497277312440,-8.110397,-34.912766,Rua Izabel de Souza,Nissan Eurovia
2017-06-29,1496842183807,-8.049968,-34.909416,"Rua Belarmino Carneiro, Madalena","Cavalcanti, Ricardo A - Madalena"
2017-06-26,1498494456827,-8.088525,-34.883824,Avenida Antônio de Goes,Fácil Car
2017-06-28,1498685471120,-8.027693,-34.90766,Rua Professor Souto Maior,Marcio José
2017-06-14,1497372685327,-8.046077,-34.890229,"Avenida Governador  Agamenon Magalhães, 2615 Sl 1107 em Boa Vista",Via Norte Auto Peças
2017-06-22,1498148328079,-8.132213,-34.917936,Rua Desembarque Aeroporto,Pass Garagge
2017-06-30,1498836064230,-8.05941,-34.887816,Rua José de Alencar,Scap Comercial Automotivo
2017-06-20,1497982296364,-8.058348,-34.886773,Rua Corredor do Bispo,Moto Pecas Norte
2017-06-22,1498155723920,-8.052468,-34.875639,Rua da Aurora,Fidel Auto Peças
2017-06-26,1498497305229,-7.968166,-34.834918,"Av Coronel Frederico Lundgren, ~1064",Dirceu Shop Car
2017-06-16,1497636367953,-8.044906,-34.880109,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-29,1498737056897,-8.027636,-34.90376,Rua Soares Moreno,Ricardinho Auto Cent
2017-06-25,1498405864163,-8.132413,-34.918378,Rua Desembarque Aeroporto,Pass Garagge
2017-06-20,1497970193660,-8.0304,-34.899996,Rua Silveira Líra,Scap Comercial Automotivo
2017-06-17,1497711638361,-8.039637,-34.886685,Rua Marechal Deodoro,Kalhambek Equipadora
2017-06-06,1496767003688,-8.03933,-34.89052,Avenida Norte Miguel Arraes de Alencar,Sael
2017-06-30,1498788909670,-8.056601,-34.924165,Avenida General San Martin,B1 Blindagens
2017-06-15,1497570230294,-8.057154,-34.918098,Rua Gomes Taborda,Bateria de Carro - Torre 
2017-06-27,1498598536516,-8.122953,-34.904956,"Rua Ribeiro de Brito, 573 em Boa Viagem",COFAP-Companhia Fabricadora Peças
2017-06-09,1496921483441,-8.103605,-34.928072,Avenida Recife,São Paulo Veículos
2017-06-12,1497268849994,-8.123478,-34.914263,Avenida Marechal Mascarenhas de Morais,Toyolex Veiculos
2017-06-27,1498533557828,-8.100509,-34.929201,Rua Aurora Caçote,Auto Peças Universal
2017-06-10,1497130398244,-8.046084,-34.890457,Avenida Governador Agamenon Magalhães,Via Norte Auto Peças
2017-06-17,1497718539334,-8.062023,-34.920153,Avenida Engenheiro Abdias de Carvalho,OFICIN ATF
2017-06-16,1497646440315,-8.104535,-34.910611,Avenida Marechal Mascarenhas de Morais,Maravilha Motos
2017-06-05,1496705554287,-8.039485,-34.909825,Rua Professora Ângela Pinto,Via Total Centro Técnico Automotivo
2017-06-07,1496854870717,-8.11614,-34.903084,Rua Padre Carapuceiro,Mar Veiculos
2017-06-23,1498183711971,-8.065528,-34.909136,"Rua Cosme Viana, 538 em Afogados",Fiori
2017-06-08,1496964362088,-8.042641,-34.94375,"Avenida Professor  Moraes Rêgo, 428 em Várzea",Vibeira Auto Peças
2017-06-12,1497299797882,-8.059876,-34.939545,Rua Zumbí dos Palmares,Ligue Peças 
2017-06-09,1497019395832,-8.043812,-34.903147,Rua Senador Alberto Paiva,Toyolex
2017-06-15,1497536035123,-8.109114,-34.891554,Avenida Engenheiro Domingos Ferreira,Domingos Ferreira Veículos
2017-06-26,1498511468519,-8.138716,-34.905915,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-09,1496960466560,-8.123455,-34.901552,Rua Ribeiro de Brito,Honda Dream
2017-06-06,1496753316127,-8.102218,-34.908633,Rua Sargento Silvio Delmar Holembach,Nino Enfeites Acessórios
2017-06-18,1497734810994,-8.114538,-34.914091,"Av Mal. Mascarenhas de Morais, 3289",Via Norte
2017-06-08,1496959463247,-8.031507,-34.892259,"Avenida Beberibe, 690 em Encruzilhada",Disnove Distribuidora Nordestina Veículos
2017-06-13,1497397517281,-8.148397,-34.914619,Rua Armindo Moura,LIV Brasil
